53.371,2,1,1,0,3.93E+07,0.3,2.28E+08,0,3.94E+09,8.20E+08,4.21E+07,2.56E+09,2.99E+08,0,1.22E+08,0,0,0,0,0,0,10,4.12E+07,0,,9.76E+09,1.74E+09,3.02E+07,0,7.99E+09,0,0,14,0,0,2.00E+09,1.47E-08,1.59E+07,2.19E+07,100,,,0,0,0,0,0,0,0,0,1,0,0,0,554.103,0,0,2,,8,61,46,0,0,0,3,0,0,0,0,0,0,0,0,0,,5.04E+07,0,0,3.85E+06,1.13E+07,1.03E+06,0,2.11E+07,479409,0,0,0,6.66E+07,0,0,1.09E+06,,4.77E+07,4.13E+07,0,0,6.93E+07,1.98E+07,0,5.74E+06,3.04E+07,6.50E+07,0,0,0,1.96E+06,4.39E+07,0,6.08E+06,0,,0,0,,0,0
102.16,7,1,0,0,3.33E+07,0.1,5.71E+07,0,3.20E+09,5.66E+08,7.00E+07,1.96E+09,3.89E+08,0,1.15E+08,0,0,0,0,0,0,11,6.21E+07,0,,1.05E+10,2.49E+09,6.67E+07,0,7.99E+09,0,0,30,0,0,1.61E+09,5.19E-09,1.28E+07,2.97E+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,303.341,0,0,0,,14,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,6.95E+07,0,221488,2.24E+06,9.59E+06,1.25E+06,0,2.09E+07,0,0,0,0,2.12E+07,0,0,0,,1.20E+08,4.17E+06,0,0,0,0,0,4.16E+06,4.05E+06,3.46E+07,0,0,0,0,0,1.56E+08,6.32E+06,0,,0,0,,0,0
554.325,7,1,0,0,3.33E+07,0.3,2.28E+08,0,5.55E+09,2.00E+09,3.00E+08,2.76E+09,1.99E+08,0,1.25E+08,0,3.53E+07,3,681.038,1501.51,0,15,5.75E+07,0,,1.05E+10,2.49E+09,6.67E+07,0,7.99E+09,0,0,30,0,0,1.61E+09,5.19E-09,1.28E+07,2.97E+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1071.46,0,0,0,,60,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.08E+07,0,214850,2.07E+06,8.38E+06,1.22E+06,0,2.27E+07,0,0,0,0,7.12E+07,0,0,0,,1.20E+08,4.17E+06,0,0,0,0,0,4.16E+06,4.05E+06,3.46E+07,0,0,0,0,0,1.56E+08,6.32E+06,0,,0,0,,0,0

367.048,7,decoup,1,0,0,3.32893e+07,0.1,2.284e+08,0,3.19286e+09,5.6633e+08,9.5e+07,1.94306e+09,3.61631e+08,0,1.14774e+08,0,0,0,0,0,0,13,6.49976e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,303.341,0,0,0,,19,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,6.40092e+07,0,221721,2.23226e+06,9.3975e+06,1.25173e+06,0,2.07924e+07,0,0,0,0,2.12048e+07,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
72.053,7,decoup,1,0,0,3.32893e+07,0.1,2.284e+08,0,3.20252e+09,5.6633e+08,7e+07,1.96091e+09,3.89454e+08,0,1.15287e+08,0,0,0,0,0,0,11,6.20907e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,303.341,0,0,0,,14,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,6.95367e+07,0,221488,2.23866e+06,9.59062e+06,1.24942e+06,0,2.08854e+07,0,0,0,0,2.12009e+07,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
264.838,7,decoup,1,0,0,3.32893e+07,0.3,5.71e+07,0,5.55054e+09,2.00039e+09,3e+08,2.76452e+09,1.99371e+08,0,1.2534e+08,0,3.53397e+07,3,681.038,1501.51,0,15,5.75402e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1071.46,0,0,0,,60,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.07916e+07,0,214850,2.06908e+06,8.38483e+06,1.21705e+06,0,2.27065e+07,0,0,0,0,7.12304e+07,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
339.365,7,decoup,1,0,0,3.32893e+07,0.3,1.142e+08,0,5.55054e+09,2.00039e+09,3e+08,2.76452e+09,1.99371e+08,0,1.2534e+08,0,3.53397e+07,3,681.038,1501.51,0,15,5.75402e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1071.46,0,0,0,,60,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.07916e+07,0,214850,2.06908e+06,8.38483e+06,1.21705e+06,0,2.27065e+07,0,0,0,0,7.12304e+07,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
333.613,7,decoup,1,0,0,3.32893e+07,0.3,2.284e+08,0,5.55054e+09,2.00039e+09,3e+08,2.76452e+09,1.99371e+08,0,1.2534e+08,0,3.53397e+07,3,681.038,1501.51,0,15,5.75402e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1071.46,0,0,0,,60,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.07916e+07,0,214850,2.06908e+06,8.38483e+06,1.21705e+06,0,2.27065e+07,0,0,0,0,7.12304e+07,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
447.318,7,decoup,1,0,0,3.32893e+07,0.5,5.71e+07,0,8.48352e+09,3.54973e+09,4.6e+08,3.69592e+09,6.54576e+07,0,1.31726e+08,0,4.55396e+08,3,3387.09,24248.3,0,18,6.78986e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1901.33,0,0,0,,92,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.54614e+06,0,216084,1.96352e+06,1.003e+07,1.22228e+06,0,2.38635e+07,0,0,0,0,1.2115e+08,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
444.447,7,decoup,1,0,0,3.32893e+07,0.5,1.142e+08,0,8.48352e+09,3.54973e+09,4.6e+08,3.69592e+09,6.54576e+07,0,1.31726e+08,0,4.55396e+08,3,3387.09,24248.3,0,18,6.78986e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1901.33,0,0,0,,92,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.54614e+06,0,216084,1.96352e+06,1.003e+07,1.22228e+06,0,2.38635e+07,0,0,0,0,1.2115e+08,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
462.239,7,decoup,1,0,0,3.32893e+07,0.5,2.284e+08,0,8.48352e+09,3.54973e+09,4.6e+08,3.69592e+09,6.54576e+07,0,1.31726e+08,0,4.55396e+08,3,3387.09,24248.3,0,18,6.78986e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,1901.33,0,0,0,,92,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,3.54614e+06,0,216084,1.96352e+06,1.003e+07,1.22228e+06,0,2.38635e+07,0,0,0,0,1.2115e+08,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0
2730.29,14,2,3,1,1.142e+08,3.32893e+07,0.1,1.142e+08,0,1.03587e+10,6.4798e+08,4.8698e+08,2.79929e+09,6.75605e+07,0,1.51446e+08,5.35556e+09,6.38075e+08,3,5045.16,33703.9,178519,28,1.2249e+08,2.04516e+06,,1.11133e+10,2.60011e+09,7.89344e+07,0,7.9878e+09,0,4.46421e+08,40,0,2.2321e+07,1.64292e+09,1.142e+08,1.48732e+07,2.11363e+07,3.12441e+07,,,0,0,0,0,0,0,0,0,7.00027e-12,20,4.55576e-12,0,321.424,0,0,6,,97,61,44,0,0,0,3,0,0,0,0,0,0,0,0,0,,1.17238e-07,0,8724.98,2.93908e+06,1.10365e+07,1.27662e+06,0,2.35706e+07,1.27143e-06,6.04233e+06,1.87805e-06,0,2.14697e+07,0,0,4.16734e+06,,1.26749e+06,984000,3.09346e+06,0,1.65e+06,2.592e+06,0,4.11467e+06,3.47031e+06,1.11343e+06,750000,0,0,0,0,1.96907e+06,0,0,,0,0,,0,0
3616.96,30,2,3,1,2.284e+08,3.32893e+07,0.1,1.142e+08,0,7.45238e+09,2.11871e+09,4.8518e+08,3.55805e+09,7.77075e+07,0,1.46182e+08,4.40915e+08,5.23238e+08,0,0,31393.2,14697.2,13,1.04665e+08,4.09032e+06,,2.34927e+11,2.91662e+09,8.68408e+07,0,7.9878e+09,2.21651e+11,2.284e+09,48,7.38838e+07,1.142e+08,1.62571e+09,2.284e+08,1.52147e+07,2.2826e+07,2.9199e+07,,,0,0,0,0,0,0,0,0,0,40,0,402.91,628.251,0,0,6,,97,61,4,0,0,0,3,0,0,0,0,0,0,0,0,0,,1.35801e-08,0,145674,3.65445e+06,1.15658e+07,951923,0,2.28131e+07,0,1.20847e+07,0,1.60121e+06,3.71825e+07,0,0,3.95597e+06,,0,0,0,0,4.95e+06,0,0,9.94372e+06,1.27546e+07,0,0,0,1.28364e+07,776358,0,0,0,0,,0,0,,0,0
105.813,7,decoup,1,0,0,3.32893e+07,0.1,1.142e+08,0,3.19286e+09,5.6633e+08,9.5e+07,1.94306e+09,3.61631e+08,0,1.14774e+08,0,0,0,0,0,0,13,6.49976e+07,0,,1.05466e+10,2.49209e+09,6.66644e+07,0,7.9878e+09,0,0,30,0,0,1.60706e+09,5.1914e-09,1.2817e+07,2.97367e+07,100,,,0,0,0,0,0,0,0,0,0,0,0,0,303.341,0,0,0,,19,61,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,6.40092e+07,0,221721,2.23226e+06,9.3975e+06,1.25173e+06,0,2.07924e+07,0,0,0,0,2.12048e+07,0,0,0,,1.20311e+08,4.17263e+06,0,0,0,0,0,4.16456e+06,4.05328e+06,3.45721e+07,0,0,0,0,0,1.55783e+08,6.324e+06,0,,0,0,,0,0